,city,week,metric,normalized_visits_by_total_visits
21874,Tucson,2021-05-10,downtown,0.72
21875,Tucson,2021-05-10,metro,1.05
21876,Tucson,2021-05-17,relative,0.65
21877,Tucson,2021-05-17,downtown,0.65
21878,Tucson,2021-05-17,metro,1.01
21879,Tucson,2021-05-24,relative,0.64
21880,Tucson,2021-05-24,downtown,0.64
21881,Tucson,2021-05-24,metro,1.0
21882,Tucson,2021-05-31,relative,0.71
21883,Tucson,2021-05-31,downtown,0.71
21884,Tucson,2021-05-31,metro,1.01
21885,Tucson,2021-06-07,relative,0.62
21886,Tucson,2021-06-07,downtown,0.65
21887,Tucson,2021-06-07,metro,1.04
21888,Tucson,2021-06-14,relative,0.68
21889,Tucson,2021-06-14,downtown,0.69
21890,Tucson,2021-06-14,metro,1.01
21891,Tucson,2021-06-21,relative,0.67
21892,Tucson,2021-06-21,downtown,0.67
21893,Tucson,2021-06-21,metro,1.01
21894,Tucson,2021-06-28,relative,0.69
21895,Tucson,2021-06-28,downtown,0.7
21896,Tucson,2021-06-28,metro,1.0
21897,Tucson,2021-07-05,relative,0.75
21898,Tucson,2021-07-05,downtown,0.81
21899,Tucson,2021-07-05,metro,1.08
21900,Tucson,2021-07-12,relative,0.72
21901,Tucson,2021-07-12,downtown,0.75
21902,Tucson,2021-07-12,metro,1.04
21903,Tucson,2021-07-19,relative,0.65
21904,Tucson,2021-07-19,downtown,0.64
21905,Tucson,2021-07-19,metro,0.98
21906,Tucson,2021-07-26,relative,0.68
21907,Tucson,2021-07-26,downtown,0.67
21908,Tucson,2021-07-26,metro,0.98
21909,Tucson,2021-08-02,relative,0.65
21910,Tucson,2021-08-02,downtown,0.65
21911,Tucson,2021-08-02,metro,1.01
21912,Tucson,2021-08-09,relative,0.7
21913,Tucson,2021-08-09,downtown,0.75
21914,Tucson,2021-08-09,metro,1.07
21915,Tucson,2021-08-16,relative,0.76
21916,Tucson,2021-08-16,downtown,0.83
21917,Tucson,2021-08-16,metro,1.1
21918,Tucson,2021-08-23,relative,0.74
21919,Tucson,2021-08-23,downtown,0.74
21920,Tucson,2021-08-23,metro,1.0
21921,Tucson,2021-08-30,relative,0.76
21922,Tucson,2021-08-30,downtown,0.74
21923,Tucson,2021-08-30,metro,0.97
21924,Tucson,2021-09-06,relative,0.83
21925,Tucson,2021-09-06,downtown,0.86
21926,Tucson,2021-09-06,metro,1.03
21927,Tucson,2021-09-13,relative,0.76
21928,Tucson,2021-09-13,downtown,0.75
21929,Tucson,2021-09-13,metro,0.99
21930,Tucson,2021-09-20,relative,0.75
21931,Tucson,2021-09-20,downtown,0.71
21932,Tucson,2021-09-20,metro,0.95
21933,Tucson,2021-09-27,relative,0.82
21934,Tucson,2021-09-27,downtown,0.81
21935,Tucson,2021-09-27,metro,0.99
21936,Tucson,2021-10-04,relative,0.99
21937,Tucson,2021-10-04,downtown,1.11
21938,Tucson,2021-10-04,metro,1.12
21939,Tucson,2021-10-11,relative,0.57
21940,Tucson,2021-10-11,downtown,0.53
21941,Tucson,2021-10-11,metro,0.93
21942,Tucson,2021-10-18,relative,0.69
21943,Tucson,2021-10-18,downtown,0.69
21944,Tucson,2021-10-18,metro,1.01
21945,Tucson,2021-10-25,relative,0.71
21946,Tucson,2021-10-25,downtown,0.7
21947,Tucson,2021-10-25,metro,0.97
21948,Tucson,2021-11-01,relative,0.7
21949,Tucson,2021-11-01,downtown,0.71
21950,Tucson,2021-11-01,metro,1.0
21951,Tucson,2021-11-08,relative,0.74
21952,Tucson,2021-11-08,downtown,0.77
21953,Tucson,2021-11-08,metro,1.04
21954,Tucson,2021-11-15,relative,0.87
21955,Tucson,2021-11-15,downtown,0.91
21956,Tucson,2021-11-15,metro,1.04
21957,Tucson,2021-11-22,relative,0.64
21958,Tucson,2021-11-22,downtown,0.6
21959,Tucson,2021-11-22,metro,0.94
21960,Tucson,2021-11-29,relative,0.8
21961,Tucson,2021-11-29,downtown,0.82
21962,Tucson,2021-11-29,metro,1.02
21963,Tucson,2021-12-06,relative,0.62
21964,Tucson,2021-12-06,downtown,0.63
21965,Tucson,2021-12-06,metro,1.02
21966,Tucson,2021-12-13,relative,0.64
21967,Tucson,2021-12-13,downtown,0.63
21968,Tucson,2021-12-13,metro,0.98
21969,Tucson,2021-12-20,relative,0.75
21970,Tucson,2021-12-20,downtown,0.7
21971,Tucson,2021-12-20,metro,0.94
21972,Tucson,2021-12-27,relative,0.76
21973,Tucson,2021-12-27,downtown,0.73
21974,Tucson,2021-12-27,metro,0.96
21975,Tucson,2022-01-03,relative,0.68
21976,Tucson,2022-01-03,downtown,0.66
21977,Tucson,2022-01-03,metro,0.98
21978,Tucson,2022-01-10,relative,0.98
21979,Tucson,2022-01-10,downtown,1.06
21980,Tucson,2022-01-10,metro,1.08
21981,Tucson,2022-01-17,relative,0.57
21982,Tucson,2022-01-17,downtown,0.56
21983,Tucson,2022-01-17,metro,1.0
21984,Tucson,2022-01-24,relative,0.78
21985,Tucson,2022-01-24,downtown,0.81
21986,Tucson,2022-01-24,metro,1.03
21987,Tucson,2022-01-31,relative,0.72
21988,Tucson,2022-01-31,downtown,0.77
21989,Tucson,2022-01-31,metro,1.06
21990,Tucson,2022-02-07,relative,0.59
21991,Tucson,2022-02-07,downtown,0.66
21992,Tucson,2022-02-07,metro,1.11
21993,Tucson,2022-02-14,relative,0.57
21994,Tucson,2022-02-14,downtown,0.59
21995,Tucson,2022-02-14,metro,1.03
21996,Tucson,2022-02-21,relative,0.67
21997,Tucson,2022-02-21,downtown,0.68
21998,Tucson,2022-02-21,metro,1.01
21999,Tucson,2022-02-28,relative,0.6652748496696338
22000,Tucson,2022-02-28,downtown,0.671815251575665
22001,Tucson,2022-02-28,metro,1.0098311275546927
22002,Tucson,2022-03-07,relative,0.6630777166060688
22003,Tucson,2022-03-07,downtown,0.7164486237680275
22004,Tucson,2022-03-07,metro,1.0804896708565854
22005,Tucson,2022-03-14,relative,0.7646803125773781
22006,Tucson,2022-03-14,downtown,0.7579942191414165
22007,Tucson,2022-03-14,metro,0.9912563546805252
22008,Tucson,2022-03-21,relative,0.7613204346242698
22009,Tucson,2022-03-21,downtown,0.7568314661143088
22010,Tucson,2022-03-21,metro,0.994103706789144
22011,Tucson,2022-03-28,relative,0.6519073905877909
22012,Tucson,2022-03-28,downtown,0.6482752716733354
22013,Tucson,2022-03-28,metro,0.9944284740947932
22014,Tucson,2022-04-04,relative,0.6780251662276485
22015,Tucson,2022-04-04,downtown,0.680072088595414
22016,Tucson,2022-04-04,metro,1.0030189474811886
22017,Tucson,2022-04-11,relative,0.5769625701655401
22018,Tucson,2022-04-11,downtown,0.5577128876725904
22019,Tucson,2022-04-11,metro,0.9666361675984864
22020,Tucson,2022-04-18,relative,0.7034738272992553
22021,Tucson,2022-04-18,downtown,0.6726433976747855
22022,Tucson,2022-04-18,metro,0.9561740203714008
22023,Tucson,2022-04-25,relative,0.7460212188191694
22024,Tucson,2022-04-25,downtown,0.7147310652916151
22025,Tucson,2022-04-25,metro,0.95805728746284
22026,Tucson,2022-05-02,relative,0.7782789944208859
22027,Tucson,2022-05-02,downtown,0.887985171469083
22028,Tucson,2022-05-02,metro,1.140959961446511
22029,Tucson,2022-05-09,relative,0.8345744676260971
22030,Tucson,2022-05-09,downtown,0.9626475396003484
22031,Tucson,2022-05-09,metro,1.1534591303021149
22032,Tucson,2022-05-16,relative,0.8129666346287531
22033,Tucson,2022-05-16,downtown,0.9005587266320086
22034,Tucson,2022-05-16,metro,1.1077437723422132
22035,Tucson,2022-05-23,relative,0.7440836728375643
22036,Tucson,2022-05-23,downtown,0.8055855729354632
22037,Tucson,2022-05-23,metro,1.0826545485984946
22038,Tucson,2022-05-30,relative,0.7795566879024943
22039,Tucson,2022-05-30,downtown,0.8422025850290299
22040,Tucson,2022-05-30,metro,1.0803609257655054
22041,Tucson,2022-06-06,relative,0.7859403652079161
22042,Tucson,2022-06-06,downtown,0.8774639598507392
22043,Tucson,2022-06-06,metro,1.1164510676565276
22044,Tulsa,2020-02-24,downtown,0.95
22045,Tulsa,2020-02-24,metro,1.03
22046,Tulsa,2020-02-24,relative,0.93
22047,Tulsa,2020-03-02,downtown,0.86
22048,Tulsa,2020-03-02,metro,1.01
22049,Tulsa,2020-03-02,relative,0.85
22050,Tulsa,2020-03-09,downtown,0.84
22051,Tulsa,2020-03-09,metro,1.04
22052,Tulsa,2020-03-09,relative,0.81
22053,Tulsa,2020-03-16,downtown,0.54
22054,Tulsa,2020-03-16,metro,0.85
22055,Tulsa,2020-03-16,relative,0.63
22056,Tulsa,2020-03-23,downtown,0.425
22057,Tulsa,2020-03-23,metro,0.77
22058,Tulsa,2020-03-23,relative,0.54
22059,Tulsa,2020-03-30,downtown,0.31
22060,Tulsa,2020-03-30,metro,0.69
22061,Tulsa,2020-03-30,relative,0.45
22062,Tulsa,2020-04-06,downtown,0.34
22063,Tulsa,2020-04-06,metro,0.7
22064,Tulsa,2020-04-06,relative,0.48
22065,Tulsa,2020-04-13,downtown,0.33
22066,Tulsa,2020-04-13,metro,0.77
22067,Tulsa,2020-04-13,relative,0.43
22068,Tulsa,2020-04-20,downtown,0.38
22069,Tulsa,2020-04-20,metro,0.77
22070,Tulsa,2020-04-20,relative,0.5
22071,Tulsa,2020-04-27,downtown,0.34
22072,Tulsa,2020-04-27,metro,0.76
22073,Tulsa,2020-04-27,relative,0.46
22074,Tulsa,2020-05-04,downtown,0.34
22075,Tulsa,2020-05-04,metro,0.84
22076,Tulsa,2020-05-04,relative,0.4
22077,Tulsa,2020-05-11,downtown,0.38
22078,Tulsa,2020-05-11,metro,0.88
22079,Tulsa,2020-05-11,relative,0.44
22080,Tulsa,2020-05-18,downtown,0.38
22081,Tulsa,2020-05-18,metro,0.9
22082,Tulsa,2020-05-18,relative,0.42
22083,Tulsa,2020-05-25,downtown,0.44
22084,Tulsa,2020-05-25,metro,0.9
22085,Tulsa,2020-05-25,relative,0.48
22086,Tulsa,2020-06-01,downtown,0.54
22087,Tulsa,2020-06-01,relative,0.56
22088,Tulsa,2020-06-01,metro,0.96
22089,Tulsa,2020-06-08,downtown,0.46
22090,Tulsa,2020-06-08,relative,0.49
22091,Tulsa,2020-06-08,metro,0.93
22092,Tulsa,2020-06-15,downtown,0.65
22093,Tulsa,2020-06-15,relative,0.69
22094,Tulsa,2020-06-15,metro,0.94
22095,Tulsa,2020-06-22,downtown,0.44
22096,Tulsa,2020-06-22,relative,0.49
22097,Tulsa,2020-06-22,metro,0.9
22098,Tulsa,2020-06-29,downtown,0.4
22099,Tulsa,2020-06-29,relative,0.48
22100,Tulsa,2020-06-29,metro,0.83
22101,Tulsa,2020-07-06,downtown,0.64
22102,Tulsa,2020-07-06,relative,0.66
22103,Tulsa,2020-07-06,metro,0.97
22104,Tulsa,2020-07-13,downtown,0.5
22105,Tulsa,2020-07-13,relative,0.58
22106,Tulsa,2020-07-13,metro,0.86
22107,Tulsa,2020-07-20,downtown,0.41
22108,Tulsa,2020-07-20,relative,0.47
22109,Tulsa,2020-07-20,metro,0.88
22110,Tulsa,2020-07-27,downtown,0.46
22111,Tulsa,2020-07-27,relative,0.53
22112,Tulsa,2020-07-27,metro,0.87
22113,Tulsa,2020-08-03,downtown,0.54
22114,Tulsa,2020-08-03,relative,0.61
22115,Tulsa,2020-08-03,metro,0.88
22116,Tulsa,2020-08-10,downtown,0.49
22117,Tulsa,2020-08-10,relative,0.57
22118,Tulsa,2020-08-10,metro,0.86
22119,Tulsa,2020-08-17,downtown,0.64
22120,Tulsa,2020-08-17,relative,0.75
22121,Tulsa,2020-08-17,metro,0.85
22122,Tulsa,2020-08-24,downtown,0.52
22123,Tulsa,2020-08-24,relative,0.61
22124,Tulsa,2020-08-24,metro,0.84
22125,Tulsa,2020-08-31,downtown,0.48
22126,Tulsa,2020-08-31,relative,0.56
22127,Tulsa,2020-08-31,metro,0.85
22128,Tulsa,2020-09-07,downtown,0.55
22129,Tulsa,2020-09-07,relative,0.6
22130,Tulsa,2020-09-07,metro,0.92
22131,Tulsa,2020-09-14,downtown,0.495
22132,Tulsa,2020-09-14,relative,0.56
22133,Tulsa,2020-09-14,metro,0.885
22134,Tulsa,2020-09-21,downtown,0.44
22135,Tulsa,2020-09-21,relative,0.52
22136,Tulsa,2020-09-21,metro,0.85
22137,Tulsa,2020-09-28,downtown,0.42
22138,Tulsa,2020-09-28,relative,0.48
22139,Tulsa,2020-09-28,metro,0.88
22140,Tulsa,2020-10-05,downtown,0.52
22141,Tulsa,2020-10-05,relative,0.59
22142,Tulsa,2020-10-05,metro,0.88
22143,Tulsa,2020-10-12,downtown,0.44
22144,Tulsa,2020-10-12,relative,0.48
22145,Tulsa,2020-10-12,metro,0.91
22146,Tulsa,2020-10-19,downtown,0.5
22147,Tulsa,2020-10-19,relative,0.55
22148,Tulsa,2020-10-19,metro,0.92
22149,Tulsa,2020-10-26,downtown,0.44
22150,Tulsa,2020-10-26,relative,0.49
22151,Tulsa,2020-10-26,metro,0.9
22152,Tulsa,2020-11-02,downtown,0.5
22153,Tulsa,2020-11-02,relative,0.54
22154,Tulsa,2020-11-02,metro,0.92
22155,Tulsa,2020-11-09,downtown,0.45
22156,Tulsa,2020-11-09,relative,0.47
22157,Tulsa,2020-11-09,metro,0.96
22158,Tulsa,2020-11-16,downtown,0.54
22159,Tulsa,2020-11-16,relative,0.55
22160,Tulsa,2020-11-16,metro,0.97
22161,Tulsa,2020-11-23,downtown,0.41
22162,Tulsa,2020-11-23,relative,0.43
22163,Tulsa,2020-11-23,metro,0.95
22164,Tulsa,2020-11-30,downtown,0.61
22165,Tulsa,2020-11-30,relative,0.69
22166,Tulsa,2020-11-30,metro,0.88
22167,Tulsa,2020-12-07,downtown,0.51
22168,Tulsa,2020-12-07,relative,0.52
22169,Tulsa,2020-12-07,metro,0.97
22170,Tulsa,2020-12-14,downtown,0.44
22171,Tulsa,2020-12-14,relative,0.46
22172,Tulsa,2020-12-14,metro,0.96
22173,Tulsa,2020-12-21,downtown,0.42
22174,Tulsa,2020-12-21,relative,0.47
22175,Tulsa,2020-12-21,metro,0.88
22176,Tulsa,2020-12-28,relative,0.72
22177,Tulsa,2020-12-28,downtown,0.65
22178,Tulsa,2020-12-28,metro,0.9
22179,Tulsa,2021-01-04,relative,0.56
22180,Tulsa,2021-01-04,downtown,0.5
22181,Tulsa,2021-01-04,metro,0.89
22182,Tulsa,2021-01-11,relative,0.53
22183,Tulsa,2021-01-11,downtown,0.51
22184,Tulsa,2021-01-11,metro,0.96
22185,Tulsa,2021-01-18,relative,0.47
22186,Tulsa,2021-01-18,downtown,0.43
22187,Tulsa,2021-01-18,metro,0.91
22188,Tulsa,2021-01-25,relative,0.55
22189,Tulsa,2021-01-25,downtown,0.5
22190,Tulsa,2021-01-25,metro,0.91
22191,Tulsa,2021-02-01,relative,0.78
22192,Tulsa,2021-02-01,downtown,0.75
22193,Tulsa,2021-02-01,metro,0.96
22194,Tulsa,2021-02-08,relative,0.47
22195,Tulsa,2021-02-08,downtown,0.4
22196,Tulsa,2021-02-08,metro,0.85
22197,Tulsa,2021-02-15,relative,0.42
22198,Tulsa,2021-02-15,downtown,0.4
22199,Tulsa,2021-02-15,metro,0.97
22200,Tulsa,2021-02-22,relative,0.52
22201,Tulsa,2021-02-22,downtown,0.52
22202,Tulsa,2021-02-22,metro,0.99
22203,Tulsa,2021-03-01,relative,0.56
22204,Tulsa,2021-03-01,downtown,0.57
22205,Tulsa,2021-03-01,metro,1.01
22206,Tulsa,2021-03-08,relative,0.48
22207,Tulsa,2021-03-08,downtown,0.5
22208,Tulsa,2021-03-08,metro,1.04
22209,Tulsa,2021-03-15,relative,0.51
22210,Tulsa,2021-03-15,downtown,0.54
22211,Tulsa,2021-03-15,metro,1.05
22212,Tulsa,2021-03-22,relative,0.55
22213,Tulsa,2021-03-22,downtown,0.54
22214,Tulsa,2021-03-22,metro,0.99
22215,Tulsa,2021-03-29,relative,0.43
22216,Tulsa,2021-03-29,downtown,0.42
22217,Tulsa,2021-03-29,metro,0.98
22218,Tulsa,2021-04-05,relative,0.54
22219,Tulsa,2021-04-05,downtown,0.55
22220,Tulsa,2021-04-05,metro,1.01
22221,Tulsa,2021-04-12,relative,0.55
22222,Tulsa,2021-04-12,downtown,0.57
22223,Tulsa,2021-04-12,metro,1.03
22224,Tulsa,2021-04-19,relative,0.76
22225,Tulsa,2021-04-19,downtown,0.76
22226,Tulsa,2021-04-19,metro,1.0
22227,Tulsa,2021-04-26,relative,0.63
22228,Tulsa,2021-04-26,downtown,0.59
22229,Tulsa,2021-04-26,metro,0.94
22230,Tulsa,2021-05-03,relative,0.56
22231,Tulsa,2021-05-03,downtown,0.57
22232,Tulsa,2021-05-03,metro,1.02
22233,Tulsa,2021-05-10,relative,0.52
22234,Tulsa,2021-05-10,downtown,0.54
22235,Tulsa,2021-05-10,metro,1.03
22236,Tulsa,2021-05-17,relative,0.53
22237,Tulsa,2021-05-17,downtown,0.54
22238,Tulsa,2021-05-17,metro,1.01
22239,Tulsa,2021-05-24,relative,0.58
22240,Tulsa,2021-05-24,downtown,0.59
22241,Tulsa,2021-05-24,metro,1.01
22242,Tulsa,2021-05-31,relative,0.59
22243,Tulsa,2021-05-31,downtown,0.6
22244,Tulsa,2021-05-31,metro,1.0
22245,Tulsa,2021-06-07,relative,0.57
22246,Tulsa,2021-06-07,downtown,0.59
22247,Tulsa,2021-06-07,metro,1.02
22248,Tulsa,2021-06-14,relative,0.64
22249,Tulsa,2021-06-14,downtown,0.64
22250,Tulsa,2021-06-14,metro,1.0
22251,Tulsa,2021-06-21,relative,0.56
22252,Tulsa,2021-06-21,downtown,0.55
22253,Tulsa,2021-06-21,metro,0.97
22254,Tulsa,2021-06-28,relative,0.6
22255,Tulsa,2021-06-28,downtown,0.55
22256,Tulsa,2021-06-28,metro,0.91
22257,Tulsa,2021-07-05,relative,0.67
22258,Tulsa,2021-07-05,downtown,0.67
22259,Tulsa,2021-07-05,metro,1.01
22260,Tulsa,2021-07-12,relative,0.68
22261,Tulsa,2021-07-12,downtown,0.65
22262,Tulsa,2021-07-12,metro,0.95
22263,Tulsa,2021-07-19,relative,0.55
22264,Tulsa,2021-07-19,downtown,0.53
22265,Tulsa,2021-07-19,metro,0.96
22266,Tulsa,2021-07-26,relative,0.62
22267,Tulsa,2021-07-26,downtown,0.58
22268,Tulsa,2021-07-26,metro,0.93
22269,Tulsa,2021-08-02,relative,0.63
22270,Tulsa,2021-08-02,downtown,0.59
22271,Tulsa,2021-08-02,metro,0.95
22272,Tulsa,2021-08-09,relative,0.61
22273,Tulsa,2021-08-09,downtown,0.56
22274,Tulsa,2021-08-09,metro,0.91
22275,Tulsa,2021-08-16,relative,0.72
22276,Tulsa,2021-08-16,downtown,0.65
22277,Tulsa,2021-08-16,metro,0.9
22278,Tulsa,2021-08-23,relative,0.66
22279,Tulsa,2021-08-23,downtown,0.58
22280,Tulsa,2021-08-23,metro,0.89
22281,Tulsa,2021-08-30,relative,0.59
22282,Tulsa,2021-08-30,downtown,0.52
22283,Tulsa,2021-08-30,metro,0.88
22284,Tulsa,2021-09-06,relative,0.64
22285,Tulsa,2021-09-06,downtown,0.6
22286,Tulsa,2021-09-06,metro,0.94
22287,Tulsa,2021-09-13,relative,0.64
22288,Tulsa,2021-09-13,downtown,0.57
22289,Tulsa,2021-09-13,metro,0.9
22290,Tulsa,2021-09-20,relative,0.58
22291,Tulsa,2021-09-20,downtown,0.5
22292,Tulsa,2021-09-20,metro,0.86
22293,Tulsa,2021-09-27,relative,0.57
22294,Tulsa,2021-09-27,downtown,0.49
22295,Tulsa,2021-09-27,metro,0.86
22296,Tulsa,2021-10-04,relative,0.63
22297,Tulsa,2021-10-04,downtown,0.59
22298,Tulsa,2021-10-04,metro,0.94
22299,Tulsa,2021-10-11,relative,0.61
22300,Tulsa,2021-10-11,downtown,0.57
22301,Tulsa,2021-10-11,metro,0.92
22302,Tulsa,2021-10-18,relative,0.66
22303,Tulsa,2021-10-18,downtown,0.61
22304,Tulsa,2021-10-18,metro,0.93
22305,Tulsa,2021-10-25,relative,0.63
22306,Tulsa,2021-10-25,downtown,0.56
22307,Tulsa,2021-10-25,metro,0.88
22308,Tulsa,2021-11-01,relative,0.66
22309,Tulsa,2021-11-01,downtown,0.59
22310,Tulsa,2021-11-01,metro,0.89
22311,Tulsa,2021-11-08,relative,0.55
22312,Tulsa,2021-11-08,downtown,0.51
22313,Tulsa,2021-11-08,metro,0.93
22314,Tulsa,2021-11-15,relative,0.67
22315,Tulsa,2021-11-15,downtown,0.63
22316,Tulsa,2021-11-15,metro,0.94
22317,Tulsa,2021-11-22,relative,0.51
22318,Tulsa,2021-11-22,downtown,0.49
22319,Tulsa,2021-11-22,metro,0.95
22320,Tulsa,2021-11-29,relative,0.82
22321,Tulsa,2021-11-29,downtown,0.7
22322,Tulsa,2021-11-29,metro,0.85
22323,Tulsa,2021-12-06,relative,0.64
22324,Tulsa,2021-12-06,downtown,0.61
22325,Tulsa,2021-12-06,metro,0.97
22326,Tulsa,2021-12-13,relative,0.6
22327,Tulsa,2021-12-13,downtown,0.56
22328,Tulsa,2021-12-13,metro,0.94
22329,Tulsa,2021-12-20,relative,0.48
22330,Tulsa,2021-12-20,downtown,0.42
22331,Tulsa,2021-12-20,metro,0.87
22332,Tulsa,2021-12-27,relative,0.85
22333,Tulsa,2021-12-27,downtown,0.75
22334,Tulsa,2021-12-27,metro,0.88
22335,Tulsa,2022-01-03,relative,0.61
22336,Tulsa,2022-01-03,downtown,0.52
22337,Tulsa,2022-01-03,metro,0.86
22338,Tulsa,2022-01-10,relative,0.51
22339,Tulsa,2022-01-10,downtown,0.45
22340,Tulsa,2022-01-10,metro,0.88
22341,Tulsa,2022-01-17,relative,0.57
22342,Tulsa,2022-01-17,downtown,0.49
22343,Tulsa,2022-01-17,metro,0.86
22344,Tulsa,2022-01-24,relative,0.69
22345,Tulsa,2022-01-24,downtown,0.6
22346,Tulsa,2022-01-24,metro,0.87
22347,Tulsa,2022-01-31,relative,0.47
22348,Tulsa,2022-01-31,downtown,0.4
22349,Tulsa,2022-01-31,metro,0.84
22350,Tulsa,2022-02-07,relative,0.71
22351,Tulsa,2022-02-07,downtown,0.69
22352,Tulsa,2022-02-07,metro,0.97
22353,Tulsa,2022-02-14,relative,0.58
22354,Tulsa,2022-02-14,downtown,0.53
22355,Tulsa,2022-02-14,metro,0.92
22356,Tulsa,2022-02-21,relative,0.58
22357,Tulsa,2022-02-21,downtown,0.49
22358,Tulsa,2022-02-21,metro,0.85
22359,Tulsa,2022-02-28,relative,0.6091658016395401
22360,Tulsa,2022-02-28,downtown,0.5476342387564581
22361,Tulsa,2022-02-28,metro,0.8989904510110832
22362,Tulsa,2022-03-07,relative,0.5939326774442522
22363,Tulsa,2022-03-07,downtown,0.5473041154888421
22364,Tulsa,2022-03-07,metro,0.9214918395194938
22365,Tulsa,2022-03-14,relative,0.7580323079164027
22366,Tulsa,2022-03-14,downtown,0.7127136765601418
22367,Tulsa,2022-03-14,metro,0.940215435565236
22368,Tulsa,2022-03-21,relative,0.8204884928478464
22369,Tulsa,2022-03-21,downtown,0.6979481887329436
22370,Tulsa,2022-03-21,metro,0.8506495762182162
22371,Tulsa,2022-03-28,relative,0.5300315054633064
22372,Tulsa,2022-03-28,downtown,0.447581062490308
22373,Tulsa,2022-03-28,metro,0.8444423734756531
22374,Tulsa,2022-04-04,relative,0.6792756458654805
22375,Tulsa,2022-04-04,downtown,0.5954296953301211
22376,Tulsa,2022-04-04,metro,0.8765656459999692
22377,Tulsa,2022-04-11,relative,0.5833454039337362
22378,Tulsa,2022-04-11,downtown,0.5063624534654592
22379,Tulsa,2022-04-11,metro,0.8680319585118017
22380,Tulsa,2022-04-18,relative,0.6011451936301757
22381,Tulsa,2022-04-18,downtown,0.5131632631567209
22382,Tulsa,2022-04-18,metro,0.8536427947761629
22383,Tulsa,2022-04-25,relative,0.6589968082839923
22384,Tulsa,2022-04-25,downtown,0.5520681246597497
22385,Tulsa,2022-04-25,metro,0.8377402101496036
22386,Tulsa,2022-05-02,relative,0.897803542317286
22387,Tulsa,2022-05-02,downtown,0.8781784903635682
22388,Tulsa,2022-05-02,metro,0.9781410397389788
22389,Tulsa,2022-05-09,relative,0.5727353362333545
22390,Tulsa,2022-05-09,downtown,0.5623320597553237
22391,Tulsa,2022-05-09,metro,0.9818358047428174
22392,Tulsa,2022-05-16,relative,0.5892097156194417
22393,Tulsa,2022-05-16,downtown,0.5736895140150308
22394,Tulsa,2022-05-16,metro,0.9736592910928252
22395,Tulsa,2022-05-23,relative,0.5586783464103624
22396,Tulsa,2022-05-23,downtown,0.5520683302066087
22397,Tulsa,2022-05-23,metro,0.988168476107541
22398,Tulsa,2022-05-30,relative,0.616153101558237
22399,Tulsa,2022-05-30,downtown,0.5955555787002615
22400,Tulsa,2022-05-30,metro,0.9665707714431936
22401,Tulsa,2022-06-06,relative,0.5758172208411891
22402,Tulsa,2022-06-06,downtown,0.5622530399895057
22403,Tulsa,2022-06-06,metro,0.9764435998772876
22404,Vancouver,2020-02-24,downtown,0.71
22405,Vancouver,2020-02-24,metro,0.83
22406,Vancouver,2020-02-24,relative,0.86
22407,Vancouver,2020-03-02,downtown,0.76
22408,Vancouver,2020-03-02,metro,0.88
22409,Vancouver,2020-03-02,relative,0.87
22410,Vancouver,2020-03-09,downtown,0.64
22411,Vancouver,2020-03-09,metro,0.8
22412,Vancouver,2020-03-09,relative,0.79
22413,Vancouver,2020-03-16,downtown,0.44
22414,Vancouver,2020-03-16,metro,0.64
22415,Vancouver,2020-03-16,relative,0.69
22416,Vancouver,2020-03-23,downtown,0.36
22417,Vancouver,2020-03-23,metro,0.545
22418,Vancouver,2020-03-23,relative,0.6599999999999999
22419,Vancouver,2020-03-30,downtown,0.28
22420,Vancouver,2020-03-30,metro,0.45
22421,Vancouver,2020-03-30,relative,0.63
22422,Vancouver,2020-04-06,downtown,0.3
22423,Vancouver,2020-04-06,metro,0.48
22424,Vancouver,2020-04-06,relative,0.62
22425,Vancouver,2020-04-13,downtown,0.3
22426,Vancouver,2020-04-13,metro,0.49
22427,Vancouver,2020-04-13,relative,0.61
22428,Vancouver,2020-04-20,downtown,0.31
22429,Vancouver,2020-04-20,metro,0.49
22430,Vancouver,2020-04-20,relative,0.62
22431,Vancouver,2020-04-27,downtown,0.28
22432,Vancouver,2020-04-27,metro,0.44
22433,Vancouver,2020-04-27,relative,0.63
22434,Vancouver,2020-05-04,downtown,0.28
22435,Vancouver,2020-05-04,metro,0.45
22436,Vancouver,2020-05-04,relative,0.62
22437,Vancouver,2020-05-11,downtown,0.29
22438,Vancouver,2020-05-11,metro,0.47
22439,Vancouver,2020-05-11,relative,0.62
22440,Vancouver,2020-05-18,downtown,0.3
22441,Vancouver,2020-05-18,metro,0.47
22442,Vancouver,2020-05-18,relative,0.64
22443,Vancouver,2020-05-25,downtown,0.33
22444,Vancouver,2020-05-25,metro,0.49
22445,Vancouver,2020-05-25,relative,0.66
22446,Vancouver,2020-06-01,downtown,0.32
22447,Vancouver,2020-06-01,metro,0.49
22448,Vancouver,2020-06-01,relative,0.66
22449,Vancouver,2020-06-08,downtown,0.35
22450,Vancouver,2020-06-08,relative,0.65
22451,Vancouver,2020-06-08,metro,0.53
22452,Vancouver,2020-06-15,downtown,0.37
22453,Vancouver,2020-06-15,relative,0.68
22454,Vancouver,2020-06-15,metro,0.55
22455,Vancouver,2020-06-22,downtown,0.36
22456,Vancouver,2020-06-22,relative,0.68
22457,Vancouver,2020-06-22,metro,0.53
22458,Vancouver,2020-06-29,downtown,0.36
22459,Vancouver,2020-06-29,relative,0.7
22460,Vancouver,2020-06-29,metro,0.52
